Desired Heading,Current Heading,Heading Difference,Movements,left_weightage,right_weightage
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Right,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Left,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Forward Right tilt,,
,,,Auto:Turning Forward,,
,,,Auto:Stop,,
,,,Auto:Backwards,,
,,,Auto:Turning Left,,
